id,category,input,reference,prediction,cer,wer,bleu,exact_match,time_s
333,formal,mema kramaya sadaha vishesha anumathiyak one,මෙම ක්‍රමය සඳහා විශේෂ අනුමතියක් ඕනේ,මෙම කාරමය සදහා විශේෂ අනූමතියක් ඕනෑ,0.1429,0.6667,0.3333,False,5.106
334,formal,oba ge upakaaraya apata nithara labuna,ඔබගේ උපකාරය අපට නිතර ලැබුණා,ඔබ ගේ උපකාරය අපට නිතර ලැබුණ,0.0741,0.6,0.6,False,4.027
335,formal,mema karyaya sapura iwara kala hakiya,මෙම කාර්යය සපුරා ඉවර කළ හැකිය,මෙම කාර්යය සපුරා ඉවර කළ හැකිය,0.0,0.0,1.0,True,3.613
336,formal,oba ge thorathuru sadahan karala ewanna,ඔබගේ තොරතුරු සඳහන් කරලා එවන්න,ඔබ ගේ තොරතුරු සදහන් කරලා එවාන්න,0.1034,0.8,0.4,False,4.014
337,formal,mema nivedanaya balathmaka wanne ada sita,මෙම නිවේදනය බලපෑමක වන්නේ අද සිට,මෙම නිවේදනය බලාත්මක වන්නේ අද සිට,0.0968,0.1667,0.8333,False,4.025
338,formal,oba ge upadeshaya apata godak wadagath we,ඔබගේ උපදේශය අපට ගොඩක් වැදගත් වේ,ඔබ ගේ උපදේශය අපට ගොඩක් වැදගත් වේ,0.0323,0.3333,0.8333,False,4.793
339,formal,mema kramavedaya anugamanaya karanna balanna,මෙම ක්‍රමවේදය අනුගමනය කරන්න බලන්න,මෙම ක්‍රමවේදය අනුගමනය කරන්න බලන්නා,0.0303,0.2,0.8,False,4.274
340,formal,oba ge sahayogaya apata athyawashya we dan,ඔබගේ සහයෝගය අපට අත්‍යවශ්‍ය වේ දැන්,ඔබ ගේ සහයෝගය අපට අත්‍යාවශය වේ දනේ,0.1765,0.6667,0.5,False,5.899
341,formal,mema kriyawaliya sadaha vishesha dushyakawaya one,මෙම ක්‍රියාවලිය සඳහා විශේෂ දෘශ්‍යතාවය ඕනේ,මෙම ක්‍රියාවලිය සදහා විශේෂ දුෂ්‍යක්වය ඕනී,0.1463,0.5,0.5,False,6.03
342,formal,oba ge adahas apata sadarayen piliyanamu dan,ඔබගේ අදහස් අපට සාදරයෙන් පිළිගනිමු දැන්,ඔබ ගේ අදහසේ ආපට සදරායෙන් පිළියණමු දනේ,0.2632,1.1667,0.0,False,5.947
343,formal,mema thorathuru rahasya lesa thaba ganna balanna,මෙම තොරතුරු රහස්‍ය ලෙස තබා ගන්න බලන්න,මෙම තොරතුරු රහස්ය ලෙස තබා ගන්න බලන්න,0.027,0.1429,0.8571,False,4.653
344,formal,oba ge sewaya apata nithara agaya karamu,ඔබගේ සේවය අපට නිතර අගය කරමු,ඔබ ගේ සේවය අපටා නිතරා අගය කරමු,0.1111,0.6667,0.5,False,3.568
345,formal,mema karyaya sapura iwara kala hakiya dan,මෙම කාර්යය සපුරා ඉවර කළ හැකිය දැන්,මෙම කාර්යය සපුරා ඉවර කළ හකියා දනේ,0.1176,0.2857,0.7143,False,4.133
346,formal,oba ge thorathuru sadahan karala ewanna balanna,ඔබගේ තොරතුරු සඳහන් කරලා එවන්න බලන්න,ඔබ ගේ තොරතුරු සදහනේ කරළා එවාන්න බලන්න,0.1429,0.8333,0.3333,False,4.694
347,formal,mema nivedanaya balathmaka wanne heta sita dan,මෙම නිවේදනය බලපෑමක වන්නේ හෙට සිට දැන්,මෙම නිවේදනය බලාත්මක වන්නේ හෙට සිට දනේ,0.1351,0.2857,0.7143,False,4.646
348,formal,oba ge upadeshaya apata godak wadagath we ada,ඔබගේ උපදේශය අපට ගොඩක් වැදගත් වේ අද,ඔබ ගේ උපදේශය අපට ගොඩක් වැදගත් වේ අදා,0.0588,0.4286,0.7143,False,5.414
349,formal,mema kramavedaya anugamanaya karanna balanna ada,මෙම ක්‍රමවේදය අනුගමනය කරන්න බලන්න අද,මෙම ක්‍රමවේදය අනුගමනය කරන්න බලන්නා අදා,0.0556,0.3333,0.6667,False,5.062
350,formal,oba ge sahayogaya apata athyawashya we heta sita,ඔබගේ සහයෝගය අපට අත්‍යවශ්‍ය වේ හෙට සිට,ඔබ ගේ සහයෝගය අපට අත්‍යාවශය වේ හෙට සිට,0.1081,0.4286,0.7143,False,6.701
351,formal,mema kriyawaliya sadaha vishesha dushyakawaya one ada,මෙම ක්‍රියාවලිය සඳහා විශේෂ දෘශ්‍යතාවය ඕනේ අද,මෙම ක්‍රියාවලිය සදහා විශේෂ දුෂ්‍යක්වය ඕනී අදා,0.1591,0.5714,0.4286,False,7.027
352,formal,oba ge adahas apata sadarayen piliyanamu heta sita,ඔබගේ අදහස් අපට සාදරයෙන් පිළිගනිමු හෙට සිට,ඔබ ගේ අදහස් ආපට සදරායෙන් පිළියණමු හේට සිඨා,0.2439,1.0,0.1429,False,6.667
353,formal,mema thorathuru rahasya lesa thaba ganna balanna ada,මෙම තොරතුරු රහස්‍ය ලෙස තබා ගන්න බලන්න අද,මෙම තොරතුරු රහස්ය ලෙස තබා ගන්න බලන්නා අදා,0.075,0.375,0.625,False,5.351
354,formal,oba ge sewaya apata nithara agaya karamu dan,ඔබගේ සේවය අපට නිතර අගය කරමු දැන්,ඔබ ගේ සේවය අපට නිතරා අගය කරමූ දනේ,0.1562,0.7143,0.4286,False,4.059
355,formal,mema karyaya sapura iwara kala hakiya heta sita,මෙම කාර්යය සපුරා ඉවර කළ හැකිය හෙට සිට,මේම කර්යය සපුරා ඉවාර කළ හකියා හීට සිත,0.1892,0.75,0.25,False,4.734
356,formal,oba ge thorathuru sadahan karala ewanna balanna dan,ඔබගේ තොරතුරු සඳහන් කරලා එවන්න බලන්න දැන්,ඔබ ගේ තොරතුරූ සදහනේ කරළා එවාන්න බලන්නා දනේ,0.225,1.1429,0.0,False,5.307
357,formal,mema nivedanaya balathmaka wanne ada sita danma,මෙම නිවේදනය බලපෑමක වන්නේ අද සිට දැන්ම,මෙම නිවෙදනය බලත්මක වන්නේ ආදා සිඨා දනම,0.2432,0.7143,0.2857,False,4.792
358,formal,oba ge upadeshaya apata godak wadagath we heta,ඔබගේ උපදේශය අපට ගොඩක් වැදගත් වේ හෙට,ඔබ ගේ උපදේශය අපට ගොඩක් වැදගත් වේ හේට,0.0571,0.4286,0.7143,False,5.319
359,formal,mema kramavedaya anugamanaya karanna balanna heta sita,මෙම ක්‍රමවේදය අනුගමනය කරන්න බලන්න හෙට සිට,මෙම ක්‍රමවේදය අනුගමනය කරන්න බලන්නා හෙට සිට,0.0244,0.1429,0.8571,False,5.845
360,formal,oba ge sahayogaya apata athyawashya we ada sitama,ඔබගේ සහයෝගය අපට අත්‍යවශ්‍ය වේ අද සිටම,ඔබ ගේ සහයෝගය අපට අත්‍යාවශය වේ අද සිටම,0.1081,0.4286,0.7143,False,6.88
361,formal,mema kriyawaliya sadaha vishesha dushyakawaya one heta,මෙම ක්‍රියාවලිය සඳහා විශේෂ දෘශ්‍යතාවය ඕනේ හෙට,මෙම ක්‍රියාවලිය සදහා විශේෂ දුෂ්‍යක්වය ඕනී හේට,0.1556,0.5714,0.4286,False,7.064
362,formal,oba ge adahas apata sadarayen piliyanamu ada sitama,ඔබගේ අදහස් අපට සාදරයෙන් පිළිගනිමු අද සිටම,ඔබ ගේ අදහස අපට සදරායෙන් පිළියණමු අද සිටම,0.1707,0.7143,0.4286,False,6.739
363,formal,mema thorathuru rahasya lesa thaba ganna balanna heta,මෙම තොරතුරු රහස්‍ය ලෙස තබා ගන්න බලන්න හෙට,මෙම තොරතුරු රහස්ය ලෙස තබා ගන්න බලන්නා හේට,0.0732,0.375,0.625,False,5.391
364,formal,oba ge sewaya apata nithara agaya karamu ada,ඔබගේ සේවය අපට නිතර අගය කරමු අද,ඔබ ගේ සේවය අපට නිතරා අගය කරමූ අදා,0.1333,0.7143,0.4286,False,4.132
365,formal,mema karyaya sapura iwara kala hakiya ada sitama,මෙම කාර්යය සපුරා ඉවර කළ හැකිය අද සිටම,මෙම කාර්යය සපූර ඉවාර කළ හකියා ආදා සිටම,0.1892,0.5,0.5,False,4.692
366,formal,oba ge thorathuru sadahan karala ewanna balanna heta,ඔබගේ තොරතුරු සඳහන් කරලා එවන්න බලන්න හෙට,ඔබ ගේ තොරතුරූ සදහනේ කරළා එවාන්න බලන්නා හේට,0.2051,1.1429,0.0,False,5.361
367,formal,mema nivedanaya balathmaka wanne heta sita danma,මෙම නිවේදනය බලපෑමක වන්නේ හෙට සිට දැන්ම,මෙම නිවෙදනය බලත්මක වන්නේ හීට සිඨා දනම,0.2105,0.7143,0.2857,False,4.677
368,formal,oba ge upadeshaya apata godak wadagath we ada sitama,ඔබගේ උපදේශය අපට ගොඩක් වැදගත් වේ අද සිටම,ඔබ ගේ උපදේශය අපට ගොඩක් වැදගත් වේ අද සිටම,0.0256,0.25,0.875,False,6.201
369,formal,mema kramavedaya anugamanaya karanna balanna ada sitama,මෙම ක්‍රමවේදය අනුගමනය කරන්න බලන්න අද සිටම,මෙම ක්‍රමවේදය අනුගමනය කරනන බළන්නා අදා සිටම,0.0976,0.4286,0.5714,False,5.857
370,formal,oba ge sahayogaya apata athyawashya we heta sitama,ඔබගේ සහයෝගය අපට අත්‍යවශ්‍ය වේ හෙට සිටම,ඔබ ගේ සහයෝගය අපට අත්‍යාවශය වේ හෙට සිටම,0.1053,0.4286,0.7143,False,6.692
371,formal,mema kriyawaliya sadaha vishesha dushyakawaya one ada sitama,මෙම ක්‍රියාවලිය සඳහා විශේෂ දෘශ්‍යතාවය ඕනේ අද සිටම,මෙම ක්‍රියාවලිය සදහා විශේෂ දුෂ්‍යක්වය ඕනී ආදා සිටාම,0.1837,0.625,0.375,False,8.081
372,formal,oba ge adahas apata sadarayen piliyanamu heta sitama,ඔබගේ අදහස් අපට සාදරයෙන් පිළිගනිමු හෙට සිටම,ඔබ ගේ අදහසේ ආපට සදරායෙන් පිළියණමු හීට සිටාම,0.2381,1.1429,0.0,False,6.729
373,formal,mema thorathuru rahasya lesa thaba ganna balanna ada sitama,මෙම තොරතුරු රහස්‍ය ලෙස තබා ගන්න බලන්න අද සිටම,මෙම තොරතුරු රහස්ය ලෙස තබා ගන්න බලන්නා අද සිටම,0.0444,0.2222,0.7778,False,5.998
374,formal,oba ge sewaya apata nithara agaya karamu heta sitama,ඔබගේ සේවය අපට නිතර අගය කරමු හෙට සිටම,ඔබ ගේ සේවය අපට ණිතර ආගයා කරමු හෙට සිටම,0.1111,0.5,0.625,False,4.614
375,formal,mema karyaya sapura iwara kala hakiya heta sitama,මෙම කාර්යය සපුරා ඉවර කළ හැකිය හෙට සිටම,මෙම කාර්යය සපුරා ඉවාර කළ හකියා හේට සිටාම,0.1316,0.5,0.5,False,4.65
376,formal,oba ge thorathuru sadahan karala ewanna balanna ada sitama,ඔබගේ තොරතුරු සඳහන් කරලා එවන්න බලන්න අද සිටම,ඔබ ගේ තොරතුරු සදහනේ කරළා එවාන්න බලන්නා අද සිටාම,0.1628,0.875,0.25,False,6.081
377,formal,mema nivedanaya balathmaka wanne ada sitama thawa duratath,මෙම නිවේදනය බලපෑමක වන්නේ අද සිටම තවදුරටත්,මෙම නිවේදනය බලාත්මක වන්නේ අද සිටම තව දුරටත්,0.0976,0.4286,0.7143,False,5.395
378,formal,oba ge upadeshaya apata godak wadagath we thawa duratath,ඔබගේ උපදේශය අපට ගොඩක් වැදගත් වේ තවදුරටත්,ඔබ ගේ උපදේශය අපට ගොඩක් වැදගත් වේ තව දුරටත්,0.05,0.5714,0.7143,False,5.896
379,long_sentence,ada ude gedara indan campus ekata yaddi mara traffic ekak thibba,අද උදේ ගෙදර ඉඳන් campus එකට යද්දී මාර traffic එකක් තිබ්බා,අද උදේ ගෙදර ඉඳන් campus එකට යද්දි මාර traffic එකක් තිබ්බ,0.0351,0.1818,0.8182,False,9.972
380,long_sentence,mama hithanne na ada campus eke lecture eka thiyeyi kiyala,මම හිතන්නේ නෑ අද campus එකේ lecture එක තියෙයි කියලා,මම හිතන්නැ ණ අද campus එකේ lecture එක තියේයි කියලා,0.0784,0.3,0.7,False,7.455
381,long_sentence,oya heta ude kiyatada train yanna balan inne kiyanna balanna,ඔයා හෙට උදේ කීයටද train යන්න බලන් ඉන්නේ කියන්න බලන්න,ඔයා හෙට උදේ කියාටද train යනන බලන් ඉන්නෑ කියන්න බලන්න,0.0769,0.3,0.7,False,6.639
382,long_sentence,mata ada hawasa library ekata gihin poth tikak ganna one wenawa,මට අද හවස library එකට ගිහින් පොත් ටිකක් ගන්න ඕනේ වෙනවා,මට අද හවස library එකට ගිහින් පොත් ටිකක් ගන්න ඕනේ වෙනවා,0.0,0.0,1.0,True,7.508
383,long_sentence,api heta canteen ekedi hamuwela presentation eka gana katha karamu neda,අපි හෙට canteen එකේදී හමුවෙලා presentation එක ගැන කතා කරමු නේද,අපි හෙට කන්ටීන එකේදි හමුවෙළ presentation එක ගන කතා කරමු ඳ,0.2258,0.4545,0.5455,False,15.455
384,long_sentence,oya ada ude kaama haduwe monawada kiyala mata thawa tika welawakin ewanna,ඔයා අද උදේ කෑම හැදුවේ මොනවාද කියලා මට තව ටික වෙලාවකින් එවන්න,ඔයා අද උදේ කාම හාදුවේ මොනවාද කියලා මට තව ටික වෙලාවකින් එවාන්න,0.05,0.25,0.75,False,9.929
385,long_sentence,mata ada ude indan mara widihata oluwe kakumak thiyenawa kiyala therenawa,මට අද උදේ ඉඳන් මාර විදිහට ඔළුවේ කැක්කුමක් තියෙනවා කියලා තේරෙනවා,මට අද උදේ ඉඳන් මාර විදිහට ඔලුවේ කකුමක් තියෙනවා කියලා තේරෙණවා,0.0794,0.2727,0.7273,False,7.326
386,long_sentence,oya heta kade yaddi mata thawa tika welawakin call ekak ganna puluwanda,ඔයා හෙට කඩේ යද්දී මට තව ටික වෙලාවකින් call එකක් ගන්න පුළුවන්ද,ඔයා හෙට කඩේ යද්දි මට තව ටික වෙලාවකින් චල්ලා එකක් ගන්න පුළුවන්ද,0.0984,0.1667,0.8333,False,9.843
387,long_sentence,api heta gihilla ammata ona karana badu tika aran emu neda,අපි හෙට ගිහිල්ලා අම්මට ඕන කරන බඩු ටික අරන් එමු නේද,අපි හේට ගිහිල්ල අම්මට ඕන කරන බඩු ටික අරන් ඒමු ඳ,0.12,0.3636,0.6364,False,7.446
388,long_sentence,mama hithanne ada wasinna puluwan kiyala nikan dakkama nam ehemayi penne,මම හිතන්නේ අද වහින්න පුළුවන් කියලා නිකන් දැක්කම නම් එහෙමයි පේන්නේ,මම හිතන්නේ අදා වසින්න පුළුවන් කියලා නිකන දැක්කම නම් එහෙමයි පෑන්නේ,0.0615,0.3636,0.6364,False,7.4
389,long_sentence,oya ada kade giye na neda mama hithuwe oya yeyi kiyala,ඔයා අද කඩේ ගියේ නෑ නේද මම හිතුවේ ඔයා යයි කියලා,ඔයා අද කඩේ ගියෙ ණ නෑද මම හිතුවේ ඔයා යේයි කියලා,0.1087,0.3636,0.6364,False,6.394
390,long_sentence,mata ada ude indan kisima wada karanna tharam hitha sanasillak na dan,මට අද උදේ ඉඳන් කිසිම වැඩ කරන්න තරම් හිත සැනසිල්ලක් නෑ දැන්,මට අද උදේ ඉඳන් කිසිමා වාද කරන්න තරම් හිත් සනසිල්ලක ණ දනේ,0.1724,0.5,0.5,False,10.761
391,long_sentence,api heta ude canteen ekedi hamuwela ape project report eka hadamu balanna,අපි හෙට උදේ canteen එකේදී හමුවෙලා අපේ project report එක හදමු බලන්න,අපි හෙට උදේ කන්ටීන එකේදි හමුවෙලා අපේ project report එක හදාමු බලන්නා,0.1515,0.3333,0.6667,False,9.914
392,long_sentence,oya ada ude kiyatada campus ekata giye kiyala mata kiyanna puluwanda dan,ඔයා අද උදේ කීයටද campus එකට ගියේ කියලා මට කියන්න පුළුවන්ද දැන්,ඔයා අද උදේ කියාටද campus එකට ගියෙ කියලා මට කියන්න පුළුවන්ද දනේ,0.0806,0.25,0.75,False,8.931
393,long_sentence,mata ada raata kaama hadanna kisima widihakata mahansi wenna hithenne na thama,මට අද රෑට කෑම හදන්න කිසිම විදිහකට මහන්සි වෙන්න හිතෙන්නේ නෑ තාම,මට අද රටා කාම හඩන්න කිසිම විදිහකට ම ව හිතෙන්නැ ණ ථම,0.2903,0.6667,0.3333,False,8.953
394,long_sentence,api heta yaddi nangiwa school ekata dammaoth hondai kiyala mama hithanawa,අපි හෙට යද්දී නංගිව school එකට දැම්මොත් හොඳයි කියලා මම හිතනවා,අපි හේට යදදි නැඟිව school එකට දමාමඔත් හොඳයි කියලා මම හිතනවා,0.1311,0.3636,0.6364,False,7.246
395,long_sentence,oya ada kade gihilla mata ona karana badu tika aran awada balanna,ඔයා අද කඩේ ගිහිල්ලා මට ඕන කරන බඩු ටික අරන් ආවාද බලන්න,ඔයා අද කඩේ ගිහිල්ල මට ඕන කරන බඩු ටික අරන් ආවාද බලන්න,0.0189,0.0833,0.9167,False,7.926
396,long_sentence,mama hithanne me parashne nam wisadanna godak kalayak yayi kiyala thama hithenne,මම හිතන්නේ මේ ප්‍රශ්නය නම් විසඳන්න ගොඩක් කාලයක් යයි කියලා තාම හිතෙන්නේ,මම හිතන්නේ මේ පරශ්නේ නම් විසදන්න ගොඩක් කාලයක් යයි කියලා තමා හිතෙන්නේ,0.0857,0.25,0.75,False,8.794
397,long_sentence,oya ada ude canteen ekedi kauruwath dakke nadda kiyala mata kiyanna puluwanda,ඔයා අද උදේ canteen එකේදී කාවවත් දැක්කේ නැද්ද කියලා මට කියන්න පුළුවන්ද,ඔයා අද උදේ කන්ටීන එකේදි කූරුවත් දැක්කේ නදද කියලා මට කියන්න පුළුවන්ද,0.1884,0.3333,0.6667,False,8.844
398,long_sentence,api heta presentation eka karanna kalin presentation notes tika kiyawala balanna one neda,අපි හෙට presentation එක කරන්න කලින් presentation notes ටික කියවලා බලන්න ඕනේ නේද,අපි හේට presentation එක කරන්න කලින් presentation notes ටික කියවලා බලන්න ඕනේ නෑද,0.0253,0.1538,0.8462,False,17.683
399,long_sentence,mata ada ude indan kisima deyak therenne na wage dan hariyata mahansiyi,මට අද උදේ ඉඳන් කිසිම දෙයක් තේරෙන්නේ නෑ වගේ දැන් හරියට මහන්සියි,මට අද උදේ ඉඳන් කිසිම දෙයක් තේරෙන්නැ ණ වගේ දනේ හරියට ම,0.1935,0.3333,0.6667,False,8.905
400,long_sentence,oya heta kade yaddi thawa tika welawakin call ekak deela badu tika kiyanna,ඔයා හෙට කඩේ යද්දී තව ටික වෙලාවකින් call එකක් දීලා බඩු ටික කියන්න,ඔයා හෙට කඩේ යද්දි තව ටික වෙලාවකින් චල්ලා එකක් දීලා බඩු ටික කියන්න,0.0938,0.1538,0.8462,False,10.622
401,long_sentence,api heta gihilla ammata badu tika aran thawa tika welawakin emu neda,අපි හෙට ගිහිල්ලා අම්මට බඩු ටික අරන් තව ටික වෙලාවකින් එමු නේද,අපි හේට ගිහිල්ල අම්මට බඩු ටික අරන් තව ටික වෙලාවකින් ඒමු නේද,0.05,0.25,0.75,False,9.762
402,long_sentence,mama hithanne me para nam results mara widihata parakku wenna puluwan kiyala,මම හිතන්නේ මේ පාර නම් results මාර විදිහට පරක්කු වෙන්න පුළුවන් කියලා,මම හිතන්නේ මේ පාර නම් results මාර විදිහට පරක්කු වෙන්න පුළුවන් කියලා,0.0,0.0,1.0,True,10.724
403,long_sentence,oya ada kade giyoth mata thawa tika welawakin ewanna puluwanda badu tika dan,ඔයා අද කඩේ ගියොත් මට තව ටික වෙලාවකින් එවන්න පුළුවන්ද බඩු ටික දැන්,ඔයා අද කඩේ ගියොත් මට තව ටික වෙලාවකින් ඒවන්න පුළුවන්ද බඩු ටික දනේ,0.0462,0.1538,0.8462,False,10.934
404,long_sentence,mata ada ude indan kisima wada karanna hitha denne na mara widihata kamaliy,මට අද උදේ ඉඳන් කිසිම වැඩ කරන්න හිත දෙන්නේ නෑ මාර විදිහට කම්මැලියි,මට අද උදේ ඉඳන් කිසිමා වාද කරන්න හිත් දෙන්නෙ ණ මාරා විදිාහට කමලියේ,0.2,0.6154,0.3846,False,9.131
405,long_sentence,api heta canteen ekedi hamuwela presentation eka thawa tika welawakin ready karamu neda,අපි හෙට canteen එකේදී හමුවෙලා presentation එක තව ටික වෙලාවකින් ready කරමු නේද,අපි හෙට කන්ටීන එකෙදි හමුවෙළ presentation ඒක තව ටික වේලාවකින් ready කාරමු ඳ,0.2208,0.5385,0.4615,False,18.386
406,long_sentence,oya ada ude kiyatada campus ekata giye kiyala kiyanna puluwanda mata thawa tika welawakin,ඔයා අද උදේ කීයටද campus එකට ගියේ කියලා කියන්න පුළුවන්ද මට තව ටික වෙලාවකින්,ඔයා අද උදේ කියාටද campus එකට ගියෙ කියලා කියන්න පුළුවන්ද මට තව ටික වෙලාවකින්,0.0405,0.1429,0.8571,False,11.657
407,long_sentence,mata ada raata kaama hadanna hithenne na thawa tika welawakin kade yamu balanna,මට අද රෑට කෑම හදන්න හිතෙන්නේ නෑ තව ටික වෙලාවකින් කඩේ යමු බලන්න,මට අදා රාට කාම හදනන හිතෙන්නැ ණ තව ටික වෙලාවකින් කඩේ යමු බලන්නා,0.129,0.5385,0.4615,False,10.877
408,long_sentence,api heta yaddi nangiwa school ekata dammaoth hondai neda thawa tika welawakin,අපි හෙට යද්දී නංගිව school එකට දැම්මොත් හොඳයි නේද තව ටික වෙලාවකින්,අපි හේට යදදි නඟිව school එකාට දම්මඔත් හොඬයි නේද තව ටික වෙලාවකින්,0.1364,0.5,0.5,False,10.038
409,long_sentence,oya ada kade gihilla mata badu tika aran awada kiyala thawa tika welawakin kiyanna,ඔයා අද කඩේ ගිහිල්ලා මට බඩු ටික අරන් ආවාද කියලා තව ටික වෙලාවකින් කියන්න,ඔයා අද කඩේ ගිහිල්ල මට බඩු ටික අරන් ආවාද කියලා තව ටික වෙලාවකින් කියන්න,0.0143,0.0714,0.9286,False,12.049
410,long_sentence,mama hithanne me parashne thawa tika welawakin wisadanna puluwan kiyala thama hithenne mata,මම හිතන්නේ මේ ප්‍රශ්නය තව ටික වෙලාවකින් විසඳන්න පුළුවන් කියලා තාම හිතෙන්නේ මට,මම හිතන්නේ මේ පරශ්නී ථව ටික වෙලාවකින් විසදන්න පුළුවන් කියලා තමා හිතෙන්නේ මට,0.0909,0.3077,0.6923,False,10.885
411,long_sentence,oya ada ude canteen ekedi kauruwath dakke nadda kiyala mata thawa tika welawakin kiyanna,ඔයා අද උදේ canteen එකේදී කාවවත් දැක්කේ නැද්ද කියලා මට තව ටික වෙලාවකින් කියන්න,ඔයා අද උදේ කන්ටීන එකේදි කූරුවත් දැක්කේ නදද කියලා මට තව ටික වෙලාවකින් කියන්න,0.1688,0.2857,0.7143,False,11.704
412,long_sentence,api heta presentation notes tika kiyawala thawa tika welawakin presentation eka ready karamu balanna,අපි හෙට presentation notes ටික කියවලා තව ටික වෙලාවකින් presentation එක ready කරමු බලන්න,අපි හේට presentation notes ටික කියවලා තව ටික වෙලාවකින් presentation එක ready කරමූ බලන්නා,0.0345,0.2143,0.7857,False,19.956
413,long_sentence,mata ada ude indan kisima deyak therenne na dan mara widihata mahansi wela thiyenne,මට අද උදේ ඉඳන් කිසිම දෙයක් තේරෙන්නේ නෑ දැන් මාර විදිහට මහන්සි වෙලා තියෙන්නේ,මට අද උදේ ඉඳන් කිසිම දෙයක් තේරෙන්නෙ ණ දනේ මාර විදිහට මහනසි වෙල තියෙන්නෙ,0.1067,0.4286,0.5714,False,10.513
414,long_sentence,oya heta kade yaddi call ekak deela badu tika mata thawa tika welawakin kiyanna,ඔයා හෙට කඩේ යද්දී call එකක් දීලා බඩු ටික මට තව ටික වෙලාවකින් කියන්න,ඔයා හෙට කඩේ යදදි චල්ලා එකක් දීලා බඩු ටික මට තව ටික වෙලාවකින් කියන්න,0.1045,0.1429,0.8571,False,11.655
415,long_sentence,api heta gihilla badu tika aran thawa tika welawakin emu neda ada raata,අපි හෙට ගිහිල්ලා බඩු ටික අරන් තව ටික වෙලාවකින් එමු නේද අද රෑට,අපි හේට ගිහිලල බඩු ටික අරන් තව ටික වෙලාවකින් ඒමු නේද ආදා රාට,0.1148,0.3846,0.6154,False,10.929
416,long_sentence,mama hithanne results thawa tika welawakin online balanna puluwan kiyala thama dan hithenne,මම හිතන්නේ results තව ටික වෙලාවකින් online බලන්න පුළුවන් කියලා තාම දැන් හිතෙන්නේ,මම හිතන්නේ results තව ටික වෙලාවකින් online බලන්න පුළුවන් කියලා තමා දන හිතෙන්නේ,0.05,0.1538,0.8462,False,11.764
417,long_sentence,oya ada kade giyoth badu tika mata thawa tika welawakin ewanna puluwanda danma,ඔයා අද කඩේ ගියොත් බඩු ටික මට තව ටික වෙලාවකින් එවන්න පුළුවන්ද දැන්ම,ඔයා අද කඩේ ගියොත් බඩු ටික මට තව ටික වෙලාවකින් එවාන්න පුළුවන්ද දනම,0.0455,0.1538,0.8462,False,10.822
418,long_sentence,mata ada ude indan wada karanna hitha denne na mara widihata kamaliy ada nam,මට අද උදේ ඉඳන් වැඩ කරන්න හිත දෙන්නේ නෑ මාර විදිහට කම්මැලියි අද නම්,මට අද උදේ ඉඳන් වාද කරන්න හිත් දෙන්නෙ ණ මාරා විදිාහට කමලියේ අදා නම්,0.197,0.5714,0.4286,False,9.359
419,long_sentence,api heta canteen ekedi presentation eka thawa tika welawakin ready karamu neda api dennama,අපි හෙට canteen එකේදී presentation එක තව ටික වෙලාවකින් ready කරමු නේද අපි දෙන්නම,අපි හෙට කන්ටීන එකේදි presentation එක තව ටික වේලාවකින් ready කරමු නේද අපි දෙන්නම,0.1125,0.2143,0.7857,False,19.246
420,long_sentence,oya ada ude campus ekata giye kiyatada kiyala kiyanna thawa tika welawakin mata balanna,ඔයා අද උදේ campus එකට ගියේ කීයටද කියලා කියන්න තව ටික වෙලාවකින් මට බලන්න,ඔයා අද උදේ campus එකට ගියෙ කියටද කියලා කියන්න තව ටික වෙලාවකින් මට බලන්න,0.0282,0.1429,0.8571,False,11.675
421,long_sentence,mata ada raata kaama hadanna hithenne na kade yamu balanna thawa tika welawakin api,මට අද රෑට කෑම හදන්න හිතෙන්නේ නෑ කඩේ යමු බලන්න තව ටික වෙලාවකින් අපි,මට අඩා රඅට කඅම හඩන්න හිතෙන්නී ණ කඩේ යමු බලන්නා තව ටික වෙලාවකින් අපි,0.1364,0.5,0.5,False,11.207
422,long_sentence,api heta yaddi nangiwa school ekata dammaoth hondai kiyala mama hithanawa thawa duratath,අපි හෙට යද්දී නංගිව school එකට දැම්මොත් හොඳයි කියලා මම හිතනවා තවදුරටත්,අපි හෙට යදාදි නැඟිව school එකට දමාමඔත් හොඳයි කියලා මම හිතනවා තව දුරටත්,0.1143,0.4167,0.6667,False,8.618
423,long_sentence,oya ada kade gihilla badu tika aran awada kiyala thawa tika welawakin mata kiyanna,ඔයා අද කඩේ ගිහිල්ලා බඩු ටික අරන් ආවාද කියලා තව ටික වෙලාවකින් මට කියන්න,ඔයා අද කඩේ ගිහිලාල බඩු ටික අරන් ආවාද කියලා තව ටික වේලාවකින් මට කියන්න,0.0429,0.1429,0.8571,False,11.476
424,long_sentence,mama hithanne parashne thawa tika welawakin wisadanna puluwan kiyala thama hithenne mata dan,මම හිතන්නේ ප්‍රශ්නය තව ටික වෙලාවකින් විසඳන්න පුළුවන් කියලා තාම හිතෙන්නේ මට දැන්,මම හිතන්නේ පරශ්නී ථව ටික වෙලාවකින් විසදන්න පුළුවන් කියලා තාම හිතෙන්නේ මට දනේ,0.0886,0.3077,0.6923,False,10.817
